title,year,gross_2013,budget_2013,roi,binary,clean_test,imdb,test,budget,domgross,intgross,code,domgross_2013,intgross_2013,period_code,decade_code
Brokeback Mountain,2005,306778402,16583160,18.49939348109769,FAIL,notalk,tt0388795,notalk,13900000,83043761,174097801,2005FAIL,99073958,207704444,2,2
Capote,2005,93861415,8351232,11.23922973281068,FAIL,dubious,tt0379725,dubious,7000000,28750530,49924079,2005FAIL,34300335,59561080,2,2
Charlie and the Chocolate Factory,2005,812357913,178954969,4.539454352899248,PASS,ok,tt0367594,ok,150000000,206459076,474459076,2005PASS,246312517,566045396,2,2
Chinjeolhan geumjassi,2005,28255246,5368649,5.263008626565082,PASS,ok,tt0451094,ok,4500000,211667,23471871,2005PASS,252526,28002720,2,2
Cinderella Man,2005,203042096,104986915,1.93397525777379,FAIL,men,tt0352248,men,88000000,61649911,108539911,2005FAIL,73550386,129491710,2,2
Coach Carter,2005,171718846,53686491,3.198548513815142,PASS,ok,tt0393162,ok,45000000,67264877,76669806,2005PASS,80249227,91469619,2,2
Constantine,2005,366095226,89477485,4.091478722272983,FAIL,notalk,tt0360486,notalk,75000000,75976178,230884728,2005FAIL,90642097,275453129,2,2
Conversations with Other Women,2005,1537198,536865,2.863285928492265,FAIL,nowomen,tt0435623,nowomen-disagree,450000,379418,909061,2005FAIL,452658,1084540,2,2
Corpse Bride,2005,200584379,35790994,5.604325462433371,FAIL,dubious,tt0121164,dubious,30000000,53359111,114770654,2005FAIL,63659187,136925192,2,2
Cursed,2005,52982365,41756160,1.2688514700585494,PASS,ok,tt0257516,ok,35000000,19294901,25114901,2005PASS,23019456,29962909,2,2
Danny the dog,2005,87777701,51300425,1.7110521209132283,FAIL,notalk,tt0342258,notalk,43000000,24537621,49037621,2005FAIL,29274195,58503506,2,2
Dark Water,2005,89413283,71581988,1.2491030983939704,PASS,ok,tt0382628,ok,60000000,25473093,49473093,2005PASS,30390244,59023039,2,2
Dear Wendy,2005,560181,9544265,0.058692942830066014,FAIL,notalk,tt0342272,notalk,8000000,23106,446438,2005FAIL,27566,532615,2,2
Domino,2005,39535214,59651656,0.6627680881147708,PASS,ok,tt0421054,ok,50000000,10169202,22969202,2005PASS,12132195,27403019,2,2
Doom,2005,98812580,83512319,1.1832096292284735,FAIL,notalk,tt0419706,notalk,70000000,28212337,54612337,2005FAIL,33658253,65154327,2,2
Fantastic Four,2005,579113981,104390399,5.547578958865747,FAIL,notalk,tt0120667,notalk-disagree,87500000,154696080,330717080,2005FAIL,184557548,394556433,2,2
Flightplan,2005,376299323,65616822,5.7347995762428114,PASS,ok,tt0408790,ok,55000000,89706988,225706988,2005PASS,107023409,269275914,2,2
Fun with Dick and Jane,2005,372641650,167024638,2.231057971219791,PASS,ok,tt0369441,ok,140000000,110550000,201798116,2005PASS,131889812,240751838,2,2
"Good Night, and Good Luck.",2005,105092045,8351232,12.584016945044755,FAIL,notalk,tt0433383,notalk,7000000,31501218,56586901,2005FAIL,37581997,67510048,2,2
Hard Candy,2005,11085313,1133381,9.780747162692863,PASS,ok,tt0424136,ok-disagree,950000,1024640,8267066,2005PASS,1222429,9862884,2,2
Harry Potter and the Goblet of Fire,2005,1416039790,178954969,7.912827444316453,FAIL,notalk,tt0330373,notalk-disagree,150000000,290013036,896911078,2005FAIL,345995160,1070044630,2,2
Herbie Fully Loaded,2005,250681748,59651656,4.202427305622496,PASS,ok,tt0400497,ok,50000000,66010682,144110682,2005PASS,78752930,171928818,2,2
Hide and Seek,2005,207827531,29825828,6.9680389426238225,PASS,ok,tt0382077,ok,25000000,51100486,123100486,2005PASS,60964573,146862958,2,2
Hitch,2005,649688278,65616822,9.901245720190472,FAIL,men,tt0386588,men,55000000,177784257,366784257,2005FAIL,212102508,437585770,2,2
Hoodwinked!,2005,192352732,20878080,9.213142779412665,PASS,ok,tt0443536,ok,17500000,51386611,109843390,2005PASS,61305929,131046803,2,2
Hostel,2005,154578419,5726559,26.99324655521754,FAIL,notalk,tt0450278,notalk,4800000,47326473,82241110,2005FAIL,56462050,98116369,2,2
Hustle & Flow,2005,54600994,3340493,16.3451903656137,FAIL,dubious,tt0410097,dubious,2800000,22202809,23563727,2005FAIL,26488687,28112307,2,2
Ice Princess,2005,59787266,29825828,2.0045467304377937,PASS,ok,tt0396652,ok,25000000,24381334,25732334,2005PASS,29087739,30699527,2,2
Jarhead,2005,190402218,85898385,2.2165983446603796,FAIL,nowomen,tt0418763,nowomen,72000000,62647540,96947540,2005FAIL,74740591,115661627,2,2
Junebug,2005,7439712,1193033,6.235964973307528,PASS,ok,tt0418773,ok,1000000,2678010,3557954,2005PASS,3194955,4244757,2,2
Just Like Heaven,2005,177768156,69195921,2.5690554216338852,PASS,ok,tt0425123,ok,58000000,48318130,100687083,2005PASS,57645130,120123026,2,2
King Kong,2005,916962140,246957858,3.713030828118051,FAIL,nowomen,tt0360717,nowomen,207000000,218080025,550517357,2005FAIL,260176695,656785445,2,2
Kingdom of Heaven,2005,317647178,131233644,2.4204706073695554,FAIL,nowomen,tt0320661,nowomen,110000000,47398413,218853353,2005FAIL,56547877,261099301,2,2
Kiss Kiss Bang Bang,2005,20689192,17895497,1.1561116184702778,FAIL,notalk,tt0373469,notalk,15000000,4235837,13105837,2005FAIL,5053494,15635698,2,2
Lord of War,2005,102949526,50107391,2.0545776570167065,FAIL,men,tt0399295,men,42000000,24149632,62142629,2005FAIL,28811311,74138215,2,2
Madagascar,2005,894959871,89477485,10.002067793926036,FAIL,nowomen,tt0351283,nowomen,75000000,193595521,556559566,2005FAIL,230965870,663994001,2,2
Man of the House,2005,49868083,59651656,0.835988241466423,PASS,ok,tt0331933,ok,50000000,19699706,22099706,2005PASS,23502402,26365681,2,2
Match Point,2005,132521944,17895497,7.405323473273752,PASS,ok,tt0416320,ok,15000000,23089926,87989926,2005PASS,27547047,104974897,2,2
Me and You and Everyone We Know,2005,14687027,2386066,6.155331411620634,PASS,ok,tt0415978,ok,2000000,3885134,8425527,2005PASS,4635094,10051933,2,2
Memoirs of a Geisha,2005,260703634,101407816,2.570843592568841,PASS,ok,tt0397535,ok,85000000,57010853,161510853,2005PASS,68015836,192687798,2,2
MirrorMask,2005,2181083,4772133,0.4570457277699511,PASS,ok,tt0366780,ok,4000000,864959,963224,2005PASS,1031925,1149158,2,2
Miss Congeniality 2: Armed & Fabulous,2005,178788424,71581988,2.49767335324635,PASS,ok,tt0385307,ok,60000000,48478006,101382396,2005PASS,57835867,120952557,2,2
Mr. & Mrs. Smith,2005,792976382,131233644,6.042477811558749,FAIL,men,tt0356910,men,110000000,186336279,478336279,2005FAIL,222305354,570671028,2,2
Munich,2005,211952094,89477485,2.368775720506673,FAIL,notalk,tt0408306,notalk,75000000,47379090,130279090,2005FAIL,56524824,155427270,2,2
North Country,2005,51954784,35790994,1.45161612443622,PASS,ok,tt0395972,ok,30000000,18324242,25224242,2005PASS,21861428,30093356,2,2
Oliver Twist,2005,34289967,77547153,0.44218215206430594,FAIL,notalk,tt0380599,notalk,65000000,2070920,26670920,2005FAIL,2470676,31819291,2,2
Pride and Prejudice,2005,190039643,33404928,5.6889702920479275,PASS,ok,tt0414387,ok,28000000,38372662,120918508,2005PASS,45779857,144259786,2,2
Proof,2005,18873381,23860663,0.790983092129502,PASS,ok,tt0377107,ok,20000000,7535331,8284331,2005PASS,8989900,9883481,2,2
Red Eye,2005,183068080,31018861,5.901831147184934,PASS,ok,tt0421239,ok,26000000,57891803,95555805,2005PASS,69066839,114001241,2,2
Rent,2005,72474576,47721325,1.5187041851834584,PASS,ok,tt0294870,ok,40000000,29077547,31670620,2005PASS,34690477,37784099,2,2
Robots,2005,463970612,95442650,4.861250311050668,FAIL,notalk,tt0358082,notalk-disagree,80000000,128200012,260700012,2005FAIL,152946861,311023751,2,2
Saw II,2005,286268521,5965166,47.990034309187706,FAIL,dubious,tt0432348,dubious-disagree,5000000,87025093,152925093,2005FAIL,103823819,182444702,2,2
Serenity,2005,76388759,46528292,1.6417701083891065,PASS,ok,tt0379786,ok,39000000,25514517,38514517,2005PASS,30439664,45949095,2,2
Shopgirl,2005,26297959,8947748,2.939058967686618,FAIL,men,tt0338427,men,7500000,10284523,11758418,2005FAIL,12269777,14028182,2,2
Sin City,2005,277806879,47721325,5.8214410224359865,PASS,ok,tt0401792,ok-disagree,40000000,74103820,158753820,2005PASS,88408312,189398567,2,2
Sisters in Law,2005,79484,357910,0.2220781760777849,PASS,ok,tt0474361,ok,300000,33312,33312,2005PASS,39742,39742,2,2
Sky High,2005,173666144,71581988,2.426115128291771,PASS,ok,tt0405325,ok,60000000,63939454,81627454,2005PASS,76281887,97384257,2,2
Son of the Mask,2005,91788203,119303313,0.7693684332135856,FAIL,notalk,tt0362165,notalk,100000000,17018422,59918422,2005FAIL,20303541,71484662,2,2
Star Wars: Episode III - Revenge of the Sith,2005,1466559183,137198810,10.689299586490582,FAIL,notalk,tt0121766,notalk-disagree,115000000,380270577,848998877,2005FAIL,453675396,1012883787,2,2
Stealth,2005,129484052,164638572,0.7864745814243336,FAIL,notalk,tt0382992,notalk,138000000,32116746,76416746,2005FAIL,38316342,91167710,2,2
Strangers with Candy,2005,4951671,2386066,2.0752447752912118,PASS,ok,tt0369994,ok,2000000,2072645,2077844,2005PASS,2472734,2478937,2,2
Thank You for Smoking,2005,77320681,8947748,8.641356573743472,FAIL,notalk,tt0427944,notalk,7500000,24793509,40016662,2005FAIL,29579478,47741203,2,2
The 40 Year Old Virgin,2005,342172978,31018861,11.031126449162656,FAIL,men,tt0405422,men-disagree,26000000,109449237,177360047,2005FAIL,130576566,211596412,2,2
The Adventures of Sharkboy and Lavagirl 3-D,2005,129567752,59651656,2.172073010009982,FAIL,notalk,tt0424774,notalk,50000000,39177684,69425966,2005FAIL,46740275,82827477,2,2
The Amityville Horror,2005,208075765,22071113,9.427515730629443,PASS,ok,tt0384806,ok,18500000,65233369,109175673,2005PASS,77825570,130250195,2,2
The Ballad of Jack and Rose,2005,2193453,1789550,1.2257008745215277,PASS,ok,tt0357110,ok,1500000,712294,1126258,2005PASS,849790,1343663,2,2
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,1241372343,214745963,5.780655085003857,PASS,ok,tt0363771,ok,180000000,291710957,748806957,2005PASS,348020836,893351507,2,2
The Constant Gardener,2005,136792696,30422345,4.496454694731783,PASS,ok,tt0387131,ok,25500000,33579798,81079798,2005PASS,40061811,96730885,2,2
The Descent,2005,99086251,8351232,11.864866285597143,PASS,ok,tt0435625,ok,7000000,26024456,57029609,2005PASS,31048038,68038213,2,2
The Devil's Rejects,2005,45317851,8351232,5.426486894388756,PASS,ok,tt0395584,ok,7000000,17044981,20940428,2005PASS,20335227,24982624,2,2
The Exorcism of Emily Rose,2005,262061841,21474596,12.20334207917113,PASS,ok,tt0404032,ok,18000000,75072454,144587700,2005PASS,89563925,172497916,2,2
The Fog,2005,79407853,21474596,3.6977577133465047,PASS,ok,tt0432291,ok,18000000,29511112,37048526,2005PASS,35207734,44200119,2,2
The Hitchhiker's Guide to the Galaxy,2005,184965738,53686491,3.445293863590377,FAIL,notalk,tt0371724,notalk-disagree,45000000,51019112,104019112,2005FAIL,60867491,124098247,2,2
The Island,2005,237220114,143163975,1.6569818908702416,PASS,ok,tt0399201,ok,120000000,35818913,163018913,2005PASS,42733150,194486964,2,2
The Jacket,2005,25953373,34001444,0.7633020821115715,FAIL,men,tt0366627,men,28500000,6301131,15452978,2005FAIL,7517458,18435915,2,2
The Legend of Zorro,2005,223157649,95442650,2.338133413102004,FAIL,notalk,tt0386140,notalk,80000000,45575336,141475336,2005FAIL,54372886,168784763,2,2
The New World,2005,46404805,35790994,1.296549768916728,FAIL,dubious,tt0402399,dubious,30000000,12712093,26184400,2005FAIL,15165948,31238857,2,2
The Ring Two,2005,283802841,59651656,4.757669108130041,PASS,ok,tt0377109,ok,50000000,75941727,161941727,2005PASS,90600996,193201845,2,2
The Skeleton Key,2005,167221051,47721325,3.5041158433886737,PASS,ok,tt0397101,ok,40000000,47907715,92256918,2005PASS,57155491,110065560,2,2
The Squid and the Whale,2005,22147654,1789550,12.37610237210472,FAIL,men,tt0367089,men,1500000,7372734,11191423,2005FAIL,8795916,13351738,2,2
The Wedding Date,2005,94132739,17895497,5.260135496655947,PASS,ok,tt0372532,ok,15000000,31726995,47175038,2005PASS,37851356,56281383,2,2
Transamerica,2005,30504027,1193033,25.568468768257038,PASS,ok,tt0407265,ok,1000000,9015303,16553163,2005PASS,10755555,19748472,2,2
Tristram Shandy: A Cock and Bull Story,2005,5148148,5666907,0.9084581765679232,FAIL,men,tt0423409,men,4750000,1253413,3061763,2005FAIL,1495363,3652785,2,2
V for Vendetta,2005,238299512,59651656,3.9948515762915284,PASS,ok,tt0434409,ok-disagree,50000000,70511035,129231542,2005PASS,84122001,154177511,2,2
Waiting...,2005,41514949,1342162,30.9313994882883,PASS,ok,tt0348333,ok,1125000,16124543,18673274,2005PASS,19237114,22277835,2,2
Walk the Line,2005,366531866,34597961,10.594030844765678,PASS,ok,tt0358273,ok,29000000,119519402,187707495,2005PASS,142590606,223941260,2,2
War of the Worlds,2005,1003480314,157480373,6.372097645463413,FAIL,notalk,tt0407304,notalk,132000000,234280354,606836535,2005FAIL,279504224,723976090,2,2
Water,2005,16282933,3579099,4.549450294613253,PASS,ok,tt0240200,ok,3000000,5529144,8119205,2005PASS,6596452,9686481,2,2
White Noise,2005,176794052,11930331,14.81887233472399,FAIL,notalk,tt0375210,notalk,10000000,56094360,92094360,2005FAIL,66922430,109871622,2,2
"Yours, Mine and Ours",2005,149987927,53686491,2.793774079963617,PASS,ok,tt0443295,ok,45000000,53359917,72359917,2005PASS,63660149,86327778,2,2
Zathura: A Space Adventure,2005,103306027,77547153,1.3321704666578797,FAIL,nowomen,tt0406375,nowomen,65000000,28045540,58545540,2005FAIL,33459258,69846769,2,2
13 Going on 30,2004,189393078,36995786,5.119314886295428,PASS,ok,tt0337563,ok,30000000,57139723,96439723,2004PASS,70464299,118928779,3,2
2046,2004,25459506,14798315,1.7204327654871518,PASS,ok,tt0212712,ok,12000000,1442338,19202856,2004PASS,1778681,23680825,3,2
50 First Dates,2004,391047099,92489466,4.228017696631528,FAIL,men,tt0343660,men-disagree,75000000,120776832,196324496,2004FAIL,148941129,242105970,3,2
A Cinderella Story,2004,149840437,23430665,6.3950569478074994,PASS,ok,tt0356470,ok,19000000,51438175,70067909,2004PASS,63433191,86407246,3,2
A Home at the End of The World,2004,2543863,8015754,0.3173579179201358,FAIL,dubious,tt0359423,dubious,6500000,1029017,1033810,2004FAIL,1268976,1274887,3,2
A Very Long Engagement,2004,81112527,67825608,1.1958982660354478,PASS,ok,tt0344510,ok,55000000,6167817,59606587,2004PASS,7606108,73506419,3,2
Anchorman: The Legend of Ron Burgundy,2004,213962988,30829822,6.9401305009156395,FAIL,men,tt0357413,men-disagree,25000000,84136909,89366354,2004FAIL,103757037,110205951,3,2
Around the World in 80 Days,2004,118396774,135651216,0.872802894741467,FAIL,notalk,tt0327437,notalk,110000000,24004159,72004159,2004FAIL,29601758,88795016,3,2
AVP: Alien vs. Predator,2004,311781515,86323501,3.6117802381532234,FAIL,dubious,tt0370263,dubious-disagree,70000000,80281096,172543519,2004FAIL,99002076,212779439,3,2
Banlieue 13,2004,15302083,18497893,0.8272338368483373,FAIL,nowomen,tt0414852,nowomen,15000000,1200216,11208291,2004FAIL,1480098,13821985,3,2
Before Sunset,2004,21071088,2466386,8.54330506254901,FAIL,nowomen,tt0381681,nowomen,2000000,5792822,11293790,2004FAIL,7143667,13927421,3,2
Bridget Jones: The Edge of Reason,2004,375010959,61659644,6.081951413796681,PASS,ok,tt0317198,ok,50000000,40203020,263894551,2004PASS,49578078,325432881,3,2
Catwoman,2004,150878383,123319288,1.2234775714890602,PASS,ok,tt0327554,ok,100000000,40202379,82145379,2004PASS,49577287,101301096,3,2
Cellular,2004,115278382,55493679,2.0773245543875367,PASS,ok,tt0337921,ok,45000000,32003620,61475984,2004PASS,39466636,75811746,3,2
Closer,2004,184318268,43161751,4.270407565253782,PASS,ok,tt0376541,ok,35000000,33987757,115476509,2004PASS,41913460,142404808,3,2
Collateral,2004,391958399,73991573,5.297338373925366,FAIL,nowomen,tt0369339,nowomen-disagree,60000000,100170152,217670152,2004FAIL,123529118,268429281,3,2
Connie and Carla,2004,19848302,24663858,0.8047525249293926,PASS,ok,tt0345074,ok,20000000,8047525,8047525,2004PASS,9924151,9924151,3,2
Crash,2004,193003880,9006109,21.430329124375465,PASS,ok,tt0375679,ok,7303082,55334418,101173038,2004PASS,68238010,124765870,3,2
D.E.B.S.,2004,238728,4316175,0.05531008358094841,PASS,ok,tt0367631,ok,3500000,96793,96793,2004PASS,119364,119364,3,2
Dawn of the Dead,2004,200324340,34529401,5.801558503722668,PASS,ok,tt0363547,ok,28000000,58990765,103452875,2004PASS,72746991,127577349,3,2
Dodgeball: A True Underdog Story,2004,347906450,36995786,9.403948060462886,PASS,ok,tt0364725,ok,30000000,114326736,167791704,2004PASS,140986916,206919534,3,2
Ella Enchanted,2004,56513966,43161751,1.3093529500228107,PASS,ok,tt0327679,ok,35000000,22913677,22913677,2004PASS,28256983,28256983,3,2
Eternal Sunshine of the Spotless Mind,2004,132395540,24663858,5.3679979831216995,FAIL,men,tt0338013,men,20000000,34366518,72993444,2004FAIL,42380545,90014995,3,2
Eulogy,2004,173946,12331929,0.014105335831888102,PASS,ok,tt0349416,ok,10000000,70527,70527,2004PASS,86973,86973,3,2
Finding Neverland,2004,205588931,30829822,6.6685085304741625,PASS,ok,tt0308644,ok,25000000,51676606,115036108,2004PASS,63727222,141861709,3,2
Flight of the Phoenix,2004,67848250,92489466,0.733578135265696,FAIL,nowomen,tt0377062,nowomen,75000000,21009180,34009180,2004FAIL,25908371,41939879,3,2
Garden State,2004,77458223,3082982,25.124448666907558,PASS,ok,tt0333766,ok,2500000,26782316,36028802,2004PASS,33027761,44430462,3,2
Harold and Kumar Go to White Castle,2004,44950288,11098736,4.050036688862588,PASS,ok,tt0366551,ok-disagree,9000000,18225165,18225165,2004PASS,22475144,22475144,3,2
Harry Potter and the Prisoner of  Azkaban,2004,1290200302,160315074,8.047903854630663,PASS,ok,tt0304141,ok,130000000,249538952,796688549,2004PASS,307729658,982470644,3,2
Hellboy,2004,196630034,73991573,2.6574652494548263,FAIL,notalk,tt0167190,notalk,60000000,59623958,99823958,2004FAIL,73527840,123102194,3,2
Home on the Range,2004,156009768,135651216,1.1500801290273728,PASS,ok,tt0299172,ok,110000000,50026353,76482461,2004PASS,61692142,94317626,3,2
I Heart Huckabees,2004,40472682,27130243,1.4917920934213527,PASS,ok,tt0356721,ok,22000000,12784713,20034713,2004PASS,15766017,24706665,3,2
"I, Robot",2004,608459888,129485252,4.699067103024212,FAIL,notalk,tt0343818,notalk-disagree,105000000,144801023,348601023,2004FAIL,178567590,429892298,3,2
In Good Company,2004,134392748,32063015,4.191519356492208,FAIL,notalk,tt0385267,notalk,26000000,45489752,63489752,2004FAIL,56097638,78295110,3,2
Kinsey,2004,28629320,13565122,2.1105095848013753,PASS,ok,tt0362269,ok,11000000,10214647,13000959,2004PASS,12596630,16032690,3,2
Kung Fu Hustle,2004,145651594,24663858,5.905466776527825,FAIL,nowomen,tt0373074,nowomen-disagree,20000000,17104669,101004669,2004FAIL,21093356,124558238,3,2
Layer Cake,2004,17499218,8015754,2.183103174074454,FAIL,notalk,tt0375912,notalk,6500000,2339957,11850214,2004FAIL,2885618,14613600,3,2
Lemony Snicket's A Series of Unfortunate Events,2004,394935240,123319288,3.2025423306044387,PASS,ok,tt0339291,ok,100000000,118627117,201627117,2004PASS,146290116,248645124,3,2
Maria Full of Grace,2004,25861019,3946217,6.553369720925129,PASS,ok,tt0390221,ok,3200000,6529624,14441158,2004PASS,8052286,17808733,3,2
Mean Girls,2004,267603166,22197472,12.05556948106523,PASS,ok,tt0377092,ok,18000000,86047227,130953026,2004PASS,106112827,161490339,3,2
Million Dollar Baby,2004,410047243,36995786,11.083620253398589,PASS,ok,tt0405159,ok,30000000,100492203,232016402,2004PASS,123926269,286120974,3,2
Miracle,2004,158900353,34529401,4.601885593092101,FAIL,notalk,tt0349825,notalk,28000000,64378093,64474705,2004FAIL,79390606,79509747,3,2
My Summer of Love,2004,7340446,2096428,3.5014062014054383,PASS,ok,tt0382189,ok,1700000,1000915,4951476,2004PASS,1234321,6106125,3,2
Napoleon Dynamite,2004,111805791,493277,226.65924217022078,FAIL,notalk,tt0374900,notalk-disagree,400000,44540956,46122713,2004FAIL,54927590,56878201,3,2
New York Minute,2004,43450622,49327715,0.880856167775053,FAIL,notalk,tt0363282,notalk-disagree,40000000,14018364,21215882,2004FAIL,17287347,26163275,3,2
Primer,2004,1221608,8632,141.52085264133456,FAIL,notalk,tt0390384,notalk,7000,424760,565846,2004FAIL,523811,697797,3,2
Raising Helen,2004,99673838,61659644,1.616516598765961,PASS,ok,tt0350028,ok,50000000,37485528,43340302,2004PASS,46226886,53446952,3,2
Ray,2004,246797767,49327715,5.003227232398663,FAIL,dubious,tt0350258,dubious,40000000,75305995,124823094,2004FAIL,92866817,153930950,3,2
Resident Evil: Apocalypse,2004,221580289,61659644,3.5936031190838533,PASS,ok,tt0318627,ok,50000000,50740078,128940078,2004PASS,62572303,159007986,3,2
Saved!,2004,23571727,6165964,3.8228778176453835,PASS,ok,tt0332375,ok-disagree,5000000,8886160,10228228,2004PASS,10958349,12613378,3,2
Saw,2004,195191482,1479831,131.90119817735945,FAIL,men,tt0387564,men-disagree,1200000,55185045,103096345,2004FAIL,68053804,127137678,3,2
Secret Window,2004,172732811,49327715,3.501739559596466,FAIL,notalk,tt0363988,notalk,40000000,47958031,92111551,2004FAIL,59141502,113591309,3,2
Shark Tale,2004,652651436,92489466,7.05649480125661,FAIL,notalk,tt0307453,notalk,75000000,161412000,367825111,2004FAIL,199052129,453599307,3,2
Shaun of the Dead,2004,54106657,6165964,8.775052368129298,PASS,ok,tt0365748,ok-disagree,5000000,13542874,30332385,2004PASS,16700976,37405681,3,2
Shrek 2,2004,1699628819,86323501,19.689062645872067,PASS,ok,tt0298148,ok-disagree,70000000,441226247,937008132,2004PASS,544117065,1155511754,3,2
Sideways,2004,223672156,20964279,10.669203362538726,PASS,ok,tt0375063,ok,17000000,71502303,109874155,2004PASS,88176131,135496025,3,2
Sky Captain and the World of Tomorrow,2004,107893197,86323501,1.24987049586879,PASS,ok,tt0346156,ok-disagree,70000000,37760080,49730854,2004PASS,46565462,61327735,3,2
Spanglish,2004,118865787,92489466,1.2851818930385002,PASS,ok,tt0371246,ok,75000000,42044321,54344321,2004PASS,51848757,67017030,3,2
Spider-Man 2,2004,1427087159,246638575,5.786147438615391,FAIL,notalk,tt0316654,notalk-disagree,200000000,373524485,783705001,2004FAIL,460627734,966459425,3,2
Team America: World Police,2004,102416259,24663858,4.152483321952308,FAIL,men,tt0372588,men,20000000,32774834,50274834,2004FAIL,40417692,61998567,3,2
The Aviator,2004,391190552,135651216,2.883796869170712,FAIL,notalk,tt0338751,notalk,110000000,102608827,214608827,2004FAIL,126536475,264654077,3,2
The Bourne Supremacy,2004,573033777,104821395,5.466763507583543,FAIL,men,tt0372183,men,85000000,176087450,288587450,2004FAIL,217149789,355883988,3,2
The Butterfly Effect,2004,189876586,16031507,11.843963639849953,FAIL,men,tt0289879,men-disagree,13000000,57924679,96046844,2004FAIL,71432302,118444284,3,2
The Chronicles of Riddick,2004,203384954,147983145,1.3743791835212045,FAIL,men,tt0296572,men-disagree,120000000,57712751,107212751,2004FAIL,71170953,132214001,3,2
The Day After Tomorrow,2004,916336606,154149110,5.944481975925777,PASS,ok,tt0319262,ok,125000000,186740799,556319450,2004PASS,230287423,686049183,3,2
The Grudge,2004,367048116,12331929,29.764047133258714,PASS,ok,tt0391198,ok,10000000,110359362,187281115,2004PASS,136094379,230953737,3,2
The Incredibles,2004,1101917814,113453745,9.712485154192134,PASS,ok,tt0317705,ok-disagree,92000000,261441092,632107545,2004PASS,322407292,779510522,3,2
The Life Aquatic with Steve Zissou,2004,72528331,61659644,1.1762690520885914,FAIL,men,tt0362270,men,50000000,24006726,34806726,2004FAIL,29604924,42923407,3,2
The Notebook,2004,226017832,36995786,6.109285852177867,FAIL,dubious,tt0332280,dubious,30000000,81001787,102276787,2004FAIL,99890827,126127005,3,2
The Phantom of the Opera,2004,258294212,67825608,3.808210786698735,FAIL,men,tt0293508,men-disagree,55000000,51225796,158225796,2004FAIL,63171287,195122925,3,2
The Polar Express,2004,633860298,209642789,3.023525402536025,FAIL,notalk,tt0338348,notalk,170000000,194949659,319049659,2004FAIL,240410531,393449767,3,2
The Princess Diaries 2: Royal Engagement,2004,267875229,55493679,4.827130473724764,PASS,ok,tt0368933,ok,45000000,95149435,122071435,2004PASS,117337605,150537624,3,2
The Stepford Wives,2004,192005164,123319288,1.5569759371299645,PASS,ok,tt0327162,ok,100000000,59475623,96221971,2004PASS,73344915,118660249,3,2
The Terminal,2004,364714226,92489466,3.943305565198095,FAIL,notalk,tt0362227,notalk,75000000,77073959,218673959,2004FAIL,95047057,269667169,3,2
The Village,2004,458549396,88398934,5.187272914399624,PASS,ok,tt0368447,ok,71682975,114197520,257641634,2004PASS,140827568,317721828,3,2
The Whole Ten Yards,2004,52593133,36995786,1.4215979355054114,FAIL,notalk,tt0327247,notalk,30000000,16323969,26323969,2004FAIL,20130602,32462531,3,2
Troy,2004,761447079,184978932,4.1163989367178315,FAIL,notalk,tt0332452,notalk,150000000,133298577,484161265,2004FAIL,164382856,597064223,3,2
Van Helsing,2004,518312312,209642789,2.472359361714082,PASS,ok,tt0338526,ok,170000000,120150546,300150546,2004PASS,148168797,370143515,3,2
Vera Drake,2004,21097046,13565122,1.5552418916689434,PASS,ok,tt0383694,ok,11000000,3753806,13353855,2004PASS,4629167,16467879,3,2
White Chicks,2004,222712160,24663858,9.029899539642177,PASS,ok,tt0381707,ok,20000000,69148997,111448997,2004PASS,85274051,137438109,3,2
Wimbledon,2004,72177621,43161751,1.6722588710546058,PASS,ok,tt0360201,ok,35000000,16862585,41666476,2004PASS,20794820,51382801,3,2
2 Fast 2 Furious,2003,460020181,96222609,4.780790978136958,FAIL,notalk,tt0322259,notalk,76000000,127120058,236220058,2003FAIL,160945047,299075134,3,2
21 grams,2003,96116670,25321739,3.7958163141954824,FAIL,dubious,tt0315733,dubious,20000000,16248701,59667625,2003FAIL,20572268,75544402,3,2
Big Fish,2003,240386529,88626087,2.7123676237674808,FAIL,notalk,tt0319061,notalk-disagree,70000000,66432867,123432867,2003FAIL,84109786,156276743,3,2
Bon voyage,2003,13566709,25321739,0.5357731947241064,PASS,ok,tt0310778,ok,20000000,2353728,8361736,2003PASS,2980024,10586685,3,2
Bruce Almighty,2003,919405705,102553043,8.965172345007842,PASS,ok,tt0315327,ok,81000000,242704995,483473962,2003PASS,307285628,612120077,3,2
Charlie's Angels: Full Throttle,2003,415294663,151930435,2.73345273447022,PASS,ok,tt0305357,ok,120000000,100814328,227200000,2003PASS,127639706,287654957,3,2
Cold Mountain,2003,325720149,101286957,3.2158153295098004,PASS,ok,tt0159365,ok,80000000,95632614,161632614,2003PASS,121079205,204640944,3,2
Cradle 2 the Grave,2003,115331245,31652174,3.6437069061986076,FAIL,notalk,tt0306685,notalk,25000000,34657731,56434942,2003FAIL,43879701,71451544,3,2
Daddy Day Care,2003,339861252,75965217,4.473906156287291,PASS,ok,tt0317303,ok,60000000,104148781,164285587,2003PASS,131861413,207999839,3,2
Daredevil,2003,361247573,101286957,3.566575437743677,FAIL,nowomen,tt0287978,nowomen-disagree,80000000,102543518,182782518,2003FAIL,129829011,231418562,3,2
